,Time,Timestamp,DC Voltage PV1(V),AC Output Total Power (Active)(W),Daily Generation (Active)(kWh),Wind Speed ( MPH ),Wind Average ( MPH ),Curve_Iteration
11/8/2021 14:35,11/8/2021 14:32,11/8/2021 14:35,74.5,0,3.3,12,9,2
11/8/2021 14:40,11/8/2021 14:38,11/8/2021 14:40,182.3,0,3.4,9,7,2
11/8/2021 14:50,11/8/2021 14:48,11/8/2021 14:50,122.6,0,3.4,9,8,2
11/8/2021 15:00,11/8/2021 15:00,11/8/2021 15:00,109.2,0,3.4,12,10,2
11/8/2021 15:05,11/8/2021 15:05,11/8/2021 15:05,182.1,0,3.4,12,9,2
11/8/2021 15:15,11/8/2021 15:16,11/8/2021 15:15,184.3,35.93,3.4,11,7,2
11/8/2021 15:25,11/8/2021 15:27,11/8/2021 15:25,114.2,0,3.4,9,7,2
11/8/2021 15:35,11/8/2021 15:32,11/8/2021 15:35,57,0,3.4,12,9,2
11/8/2021 15:40,11/8/2021 15:37,11/8/2021 15:40,183.8,35.84,3.4,12,9,2
11/8/2021 15:45,11/8/2021 15:43,11/8/2021 15:45,175,0,3.4,12,10,2
11/8/2021 16:05,11/8/2021 16:04,11/8/2021 16:05,131,0,3.4,8,8,2
11/8/2021 16:10,11/8/2021 16:10,11/8/2021 16:10,145.6,0,3.4,11,8,2
11/8/2021 16:40,11/8/2021 16:42,11/8/2021 16:40,86.6,0,3.4,9,9,2
11/8/2021 17:30,11/8/2021 17:31,11/8/2021 17:30,74.6,0,3.4,8,8,2
11/8/2021 22:25,11/8/2021 22:25,11/8/2021 22:25,0.3,0,3.4,6,6,2
11/8/2021 22:30,11/8/2021 22:30,11/8/2021 22:30,0.3,0,3.4,6,4,2
11/8/2021 22:35,11/8/2021 22:36,11/8/2021 22:35,0.3,0,3.4,4,4,2
11/8/2021 22:40,11/8/2021 22:41,11/8/2021 22:40,0.2,0,3.39,4,3,2
11/8/2021 22:45,11/8/2021 22:46,11/8/2021 22:45,0.3,0,3.39,4,3,2
11/8/2021 23:00,11/8/2021 22:57,11/8/2021 23:00,0.3,0,3.39,4,3,2
11/8/2021 23:05,11/8/2021 23:02,11/8/2021 23:05,0.3,0,3.39,4,3,2
11/8/2021 23:10,11/8/2021 23:08,11/8/2021 23:10,0.3,0,0,6,5,2
11/8/2021 23:15,11/8/2021 23:13,11/8/2021 23:15,0.3,0,0,8,6,2
11/8/2021 23:20,11/8/2021 23:18,11/8/2021 23:20,0.3,0,3.39,6,6,2
11/8/2021 23:25,11/8/2021 23:24,11/8/2021 23:25,0.3,0,3.39,8,5,2
11/8/2021 23:30,11/8/2021 23:29,11/8/2021 23:30,0.3,0,3.39,11,8,2
11/8/2021 23:35,11/8/2021 23:35,11/8/2021 23:35,0.5,0,3.39,11,9,2
11/8/2021 23:40,11/8/2021 23:40,11/8/2021 23:40,0.5,0,3.39,8,6,2
11/8/2021 23:45,11/8/2021 23:45,11/8/2021 23:45,0.3,0,3.39,11,8,2
11/8/2021 23:50,11/8/2021 23:51,11/8/2021 23:50,0.3,0,0,12,9,2
11/8/2021 23:55,11/8/2021 23:56,11/8/2021 23:55,0.3,0,3.39,14,10,2
11/9/2021 0:00,11/9/2021 0:01,11/9/2021 0:00,0.5,0,0,12,11,2
11/9/2021 0:05,11/9/2021 0:07,11/9/2021 0:05,0.5,0,0,12,10,2
11/9/2021 0:30,11/9/2021 0:28,11/9/2021 0:30,161.7,0,0,11,11,2
11/9/2021 1:15,11/9/2021 1:16,11/9/2021 1:15,134.6,0,0,11,11,2
11/9/2021 1:25,11/9/2021 1:27,11/9/2021 1:25,162.5,0,0,12,12,2
11/9/2021 1:35,11/9/2021 1:32,11/9/2021 1:35,123,0,0,12,12,2
11/9/2021 3:00,11/9/2021 3:00,11/9/2021 3:00,189.7,122,0,9,9,2
11/9/2021 3:05,11/9/2021 3:06,11/9/2021 3:05,180.1,0,0,9,9,2
11/9/2021 3:10,11/9/2021 3:11,11/9/2021 3:10,178.6,0,0,14,12,2
11/9/2021 3:15,11/9/2021 3:16,11/9/2021 3:15,161.6,0,0,9,8,2
11/9/2021 3:20,11/9/2021 3:22,11/9/2021 3:20,176.2,0,0,11,8,2
11/9/2021 3:30,11/9/2021 3:27,11/9/2021 3:30,142.7,0,0,9,8,2
11/9/2021 3:35,11/9/2021 3:33,11/9/2021 3:35,175,0,0,8,8,2
11/9/2021 3:40,11/9/2021 3:38,11/9/2021 3:40,57.6,0,0,9,8,2
11/9/2021 3:45,11/9/2021 3:43,11/9/2021 3:45,127.8,0,0,11,9,2
11/9/2021 3:55,11/9/2021 3:54,11/9/2021 3:55,138.7,0,0,11,9,2
11/9/2021 4:00,11/9/2021 3:59,11/9/2021 4:00,114.6,0,0,11,10,2
11/9/2021 4:05,11/9/2021 4:05,11/9/2021 4:05,102.7,0,0,11,9,2
11/9/2021 4:10,11/9/2021 4:10,11/9/2021 4:10,110.6,0,0,11,7,2
11/9/2021 4:15,11/9/2021 4:16,11/9/2021 4:15,71.3,0,0,9,7,2
11/9/2021 4:20,11/9/2021 4:21,11/9/2021 4:20,116.7,0,0,11,9,2
11/9/2021 4:40,11/9/2021 4:37,11/9/2021 4:40,175,0,0,8,8,2
11/9/2021 4:50,11/9/2021 4:48,11/9/2021 4:50,169.1,0,0,12,12,2
11/9/2021 5:00,11/9/2021 4:58,11/9/2021 5:00,166.1,0,0,12,12,2
11/9/2021 5:10,11/9/2021 5:09,11/9/2021 5:10,144.1,0,0,9,9,2
11/9/2021 5:15,11/9/2021 5:15,11/9/2021 5:15,183.1,0,0,16,13,2
11/9/2021 5:20,11/9/2021 5:20,11/9/2021 5:20,181.2,0,0,17,14,2
11/9/2021 5:25,11/9/2021 5:25,11/9/2021 5:25,184,35.88,0,17,13,2
11/9/2021 5:30,11/9/2021 5:31,11/9/2021 5:30,182.6,0,0,16,12,2
11/9/2021 5:35,11/9/2021 5:36,11/9/2021 5:35,182.8,0,0,14,13,2
11/9/2021 5:40,11/9/2021 5:41,11/9/2021 5:40,173.3,0,0,16,11,2
11/9/2021 5:45,11/9/2021 5:47,11/9/2021 5:45,180.1,0,0,12,10,2
11/9/2021 8:10,11/9/2021 8:12,11/9/2021 8:10,143.2,0,0.1,11,11,2
11/9/2021 8:45,11/9/2021 8:44,11/9/2021 8:45,208.7,203.48,0.1,9,9,2
11/9/2021 9:10,11/9/2021 9:11,11/9/2021 9:10,181.1,0,0.1,12,12,2
11/9/2021 9:15,11/9/2021 9:16,11/9/2021 9:15,192.8,131.58,0.2,14,14,2
11/9/2021 9:20,11/9/2021 9:21,11/9/2021 9:20,188.2,128.44,0.2,11,11,2
11/9/2021 9:25,11/9/2021 9:27,11/9/2021 9:25,200.8,195.78,0.2,16,12,2
11/9/2021 9:40,11/9/2021 9:38,11/9/2021 9:40,183.7,0,0.2,12,12,2
11/9/2021 9:45,11/9/2021 9:43,11/9/2021 9:45,168.7,0,0.2,17,14,2
11/9/2021 9:50,11/9/2021 9:48,11/9/2021 9:50,182.2,0,0.2,16,11,2
11/9/2021 9:55,11/9/2021 9:54,11/9/2021 9:55,204,198.9,0.2,16,16,2
11/9/2021 10:00,11/9/2021 9:59,11/9/2021 10:00,187.2,91.25,0.2,12,11,2
11/9/2021 10:05,11/9/2021 10:04,11/9/2021 10:05,182.2,0,0.2,19,15,2
11/9/2021 10:10,11/9/2021 10:09,11/9/2021 10:10,206,200.85,0.2,20,18,2
11/9/2021 10:15,11/9/2021 10:14,11/9/2021 10:15,194.2,132.54,0.2,20,19,2
11/9/2021 10:20,11/9/2021 10:19,11/9/2021 10:20,190.5,130.01,0.2,19,16,2
11/9/2021 10:25,11/9/2021 10:25,11/9/2021 10:25,191.1,130.42,0.3,24,24,2
11/9/2021 10:30,11/9/2021 10:30,11/9/2021 10:30,184.7,36.01,0.3,20,15,2
11/9/2021 10:35,11/9/2021 10:35,11/9/2021 10:35,188.7,128.78,0.3,12,10,2
11/9/2021 10:40,11/9/2021 10:41,11/9/2021 10:40,190.8,130.22,0.3,24,20,2
11/9/2021 10:45,11/9/2021 10:46,11/9/2021 10:45,281.2,822.5,0.3,24,19,2
11/9/2021 10:50,11/9/2021 10:51,11/9/2021 10:50,187.8,91.55,0.4,22,19,2
11/9/2021 10:55,11/9/2021 10:57,11/9/2021 10:55,216.1,252.83,0.4,22,19,2
11/9/2021 11:30,11/9/2021 11:29,11/9/2021 11:30,191.1,130.42,0.5,12,12,2
11/9/2021 11:35,11/9/2021 11:35,11/9/2021 11:35,208.7,203.48,0.5,24,24,2
11/9/2021 11:40,11/9/2021 11:40,11/9/2021 11:40,188.2,128.44,0.5,20,15,2
11/9/2021 11:45,11/9/2021 11:45,11/9/2021 11:45,185.3,90.33,0.6,19,14,2
11/9/2021 11:50,11/9/2021 11:51,11/9/2021 11:50,184.7,36.01,0.6,14,11,2
11/9/2021 11:55,11/9/2021 11:56,11/9/2021 11:55,187.2,91.25,0.6,14,14,2
11/9/2021 12:00,11/9/2021 12:01,11/9/2021 12:00,182,0,0.6,17,14,2
11/9/2021 12:05,11/9/2021 12:07,11/9/2021 12:05,205,199.87,0.6,19,15,2
11/9/2021 12:15,11/9/2021 12:12,11/9/2021 12:15,183.8,35.84,0.6,12,12,2
11/9/2021 12:20,11/9/2021 12:18,11/9/2021 12:20,141.1,0,0.6,16,13,2
11/9/2021 12:25,11/9/2021 12:23,11/9/2021 12:25,194.3,189.44,0.6,14,12,2
11/9/2021 12:30,11/9/2021 12:28,11/9/2021 12:30,145.8,0,0.6,14,12,2
11/9/2021 12:35,11/9/2021 12:34,11/9/2021 12:35,180.7,0,0.6,14,10,2
11/9/2021 12:40,11/9/2021 12:39,11/9/2021 12:40,170.6,0,0.6,12,11,2
11/9/2021 13:10,11/9/2021 13:11,11/9/2021 13:10,194.7,189.83,0.7,14,14,2
11/9/2021 13:15,11/9/2021 13:17,11/9/2021 13:15,152.7,0,0.7,12,9,2
11/9/2021 13:40,11/9/2021 13:38,11/9/2021 13:40,109.2,0,0.7,9,9,2
11/9/2021 13:45,11/9/2021 13:44,11/9/2021 13:45,189.7,129.47,0.7,12,12,2
11/9/2021 13:50,11/9/2021 13:49,11/9/2021 13:50,187.7,91.5,0.7,14,12,2
11/9/2021 13:55,11/9/2021 13:54,11/9/2021 13:55,143.7,0,0.7,14,11,2
11/9/2021 14:00,11/9/2021 14:00,11/9/2021 14:00,184.7,36.01,0.7,16,14,2
11/9/2021 14:05,11/9/2021 14:05,11/9/2021 14:05,183.6,35.8,0.7,17,13,2
11/9/2021 14:10,11/9/2021 14:11,11/9/2021 14:10,176.1,0,0.7,11,8,2
11/9/2021 14:15,11/9/2021 14:16,11/9/2021 14:15,76.6,0,0.7,12,9,2
11/9/2021 14:20,11/9/2021 14:21,11/9/2021 14:20,166.5,0,0.7,12,8,2
11/9/2021 14:25,11/9/2021 14:27,11/9/2021 14:25,136.3,0,0.7,12,10,2
11/9/2021 14:35,11/9/2021 14:32,11/9/2021 14:35,182.7,0,0.7,14,10,2
11/9/2021 14:40,11/9/2021 14:38,11/9/2021 14:40,181.2,0,0.7,11,7,2
11/9/2021 14:45,11/9/2021 14:43,11/9/2021 14:45,86.1,0,0.7,14,11,2
11/9/2021 14:50,11/9/2021 14:48,11/9/2021 14:50,182.8,0,0.7,14,11,2
11/9/2021 14:55,11/9/2021 14:54,11/9/2021 14:55,181.3,0,0.7,17,12,2
11/9/2021 15:00,11/9/2021 14:59,11/9/2021 15:00,181.5,0,0.7,14,11,2
11/9/2021 15:05,11/9/2021 15:04,11/9/2021 15:05,186.3,54.49,0.7,14,11,2
11/9/2021 15:10,11/9/2021 15:10,11/9/2021 15:10,160.2,0,0.7,12,9,2
11/9/2021 15:15,11/9/2021 15:15,11/9/2021 15:15,180.8,0,0.7,12,9,2
11/9/2021 15:20,11/9/2021 15:21,11/9/2021 15:20,189.6,129.4,0.7,14,10,2
11/9/2021 15:25,11/9/2021 15:26,11/9/2021 15:25,182.1,0,0.7,14,10,2
11/9/2021 15:30,11/9/2021 15:31,11/9/2021 15:30,182,0,0.7,12,9,2
11/9/2021 15:35,11/9/2021 15:37,11/9/2021 15:35,183.2,0,0.7,12,10,2
11/9/2021 15:45,11/9/2021 15:42,11/9/2021 15:45,151.5,0,0.7,12,10,2
11/9/2021 15:50,11/9/2021 15:48,11/9/2021 15:50,191.2,130.49,0.7,11,10,2
11/9/2021 15:55,11/9/2021 15:53,11/9/2021 15:55,157.1,0,0.7,12,11,2
11/9/2021 16:00,11/9/2021 15:58,11/9/2021 16:00,183.3,0,0.7,12,12,2
11/9/2021 16:05,11/9/2021 16:04,11/9/2021 16:05,175.1,0,0.7,14,13,2
11/9/2021 16:10,11/9/2021 16:09,11/9/2021 16:10,186.2,90.77,0.8,14,12,2
11/9/2021 16:15,11/9/2021 16:14,11/9/2021 16:15,183.1,35.7,0.8,12,12,2
11/9/2021 16:20,11/9/2021 16:20,11/9/2021 16:20,128.7,0,0.8,9,9,2
11/9/2021 16:35,11/9/2021 16:36,11/9/2021 16:35,179.5,0,0.8,12,12,2
11/9/2021 21:40,11/9/2021 21:41,11/9/2021 21:40,0.1,0,0.8,4,4,2
11/9/2021 21:45,11/9/2021 21:46,11/9/2021 21:45,0.1,0,0.8,4,4,2
11/10/2021 4:55,11/10/2021 4:53,11/10/2021 4:55,0.6,0,0,11,11,2
11/10/2021 5:00,11/10/2021 4:59,11/10/2021 5:00,0.5,0,0,12,12,2
11/10/2021 5:05,11/10/2021 5:04,11/10/2021 5:05,0.6,0,0,12,12,2
11/10/2021 5:10,11/10/2021 5:09,11/10/2021 5:10,1.1,0,0,12,11,2
11/10/2021 5:15,11/10/2021 5:15,11/10/2021 5:15,0.5,0,0,12,11,2
11/10/2021 5:20,11/10/2021 5:20,11/10/2021 5:20,0.5,0,0,9,9,2
11/10/2021 5:25,11/10/2021 5:25,11/10/2021 5:25,0.5,0,0,9,7,2
11/10/2021 5:30,11/10/2021 5:31,11/10/2021 5:30,0.5,0,0,8,6,2
